date,tmax,tmin,o3,pm10,pm25,observed,predicted,isExcess
20190908,17.2,8.6,70.8,6.4,2.6,258,260,0
20190909,17.3,6.7,73.9,7.8,3.5,260,260,0
20190910,20.8,8.8,86.5,10.6,4.6,259,261,0
20190911,18.6,12.4,57,10.2,5.8,258,261,0
20190912,23.5,16,54.4,6.2,2.6,258,261,0
20190913,21.8,14.4,49.5,8.1,4.1,258,262,0
20190914,22.4,11.3,80.5,10.9,5.3,257,262,0
20190915,24,9.7,99.3,12,6.3,258,263,0
20190916,20.8,13.3,57.7,15.1,8.8,260,263,0
20190917,18.7,9.7,76.2,11.7,5.7,262,263,0
20190918,17.6,6.8,69.5,10.6,3.4,264,264,0
20190919,17.3,7.9,68.2,9.4,3.4,271,264,0
20190920,20.1,6.4,71.3,13.7,4.6,278,265,0
20190921,27.1,8.8,94.3,14.1,4.4,278,265,0
20190922,26,15,86.3,10.1,3.4,274,266,0
20190923,19.8,13.9,56.4,8.2,3.8,272,266,0
20190924,17.5,13.1,48.4,6.2,2.5,273,267,0
20190925,16.7,13,44.2,7.1,3.4,273,267,0
20190926,19,13.4,54.3,6.5,3.4,270,268,0
20190927,19.1,12.8,57.4,6.9,2.9,263,269,0
20190928,16.2,12.9,53.1,5.5,2.3,270,269,0
20190929,18.2,12.7,58.7,5.1,2,276,270,0
20190930,17.5,12,56.4,6,2.3,279,270,0
20191001,18.2,13.6,51.8,5.5,2.1,281,271,0
20191002,14.3,6.4,59,5.9,2.2,288,272,0
20191003,13.6,5.5,47.5,7.9,3.5,290,272,0
20191004,15.8,9.1,53.2,8.3,4.4,291,273,0
20191005,12.6,8.7,43.2,11.4,8.6,283,273,0
20191006,15.9,9.7,49.8,6.7,3.9,284,274,0
20191007,13.3,8.9,41.9,11.5,8.4,284,274,0
20191008,14.9,11.5,47.7,7.7,3.6,280,275,0
20191009,12.4,9.9,55.1,6.4,2.8,274,275,0
20191010,16.1,8.6,54.9,6.9,2.7,276,276,0
20191011,17,12.1,54.1,6.7,3,279,276,0
20191012,18.7,13.3,57.8,7.8,3.8,279,277,0
20191013,23.2,14.6,65,10.6,5,272,278,0
20191014,22.8,11.3,65.5,11.8,5.3,272,278,0
20191015,17.5,12,60.9,6.8,2.9,276,279,0
20191016,13.8,10.2,48.3,5.3,1.9,278,279,0
20191017,15.5,11.3,53.8,6.4,2.9,279,280,0
20191018,14.7,11.5,69.7,5.8,2,282,280,0
20191019,13.5,10.1,56.6,5.8,2.8,285,281,0
20191020,11.3,9.5,41.5,10.2,7.2,295,281,0
20191021,12.4,10.5,46.8,7.6,4.7,296,282,0
20191022,15,10.6,47,10.8,6.3,295,283,0
20191023,17.4,11,24.4,21.9,14.1,302,283,0
20191024,19.8,12.3,61.6,13.8,7.3,293,284,0
20191025,15.5,10.5,53.9,6.8,2.8,290,285,0
20191026,19,13.7,55.5,5.8,2.1,290,285,0
20191027,14.3,4.2,57.2,9,4.5,285,286,0
20191028,12.9,3.2,43.6,12.2,6.9,282,287,0
20191029,11.8,4.7,55.8,14.5,9,279,288,0
20191030,9.8,2.8,32.4,19.4,14.3,272,288,0
20191031,10.3,1,32.5,22.5,16.9,276,289,0
20191101,14.7,5,39.2,10.7,7.9,278,290,0
20191102,14.7,10.2,63.3,5.9,2.5,280,290,0
20191103,12.7,9.2,53.2,5.3,2.6,282,291,0
20191104,13.2,8.8,51.7,5.8,2.4,283,292,0
20191105,9.8,6.5,50,9.5,5.1,283,292,0
20191106,10.1,6.8,30.5,13.2,8.5,288,293,0
20191107,10,4.4,52,6.8,3.6,284,294,0
20191108,9.4,3,40.6,11.6,7.2,280,294,0
20191109,8.7,2.1,40,13.2,10,275,295,0
20191110,10.3,0.8,37.8,15.9,12.9,275,296,0
20191111,6.8,4.2,48.8,7.2,4.6,279,296,0
20191112,6.8,3,57.6,5.3,2.2,282,297,0
20191113,8.7,4.7,53.8,7.7,5,280,298,0
20191114,6.4,4.5,48.5,6.7,3.3,287,298,0
20191115,5.3,1.4,29.1,13.6,9.5,296,299,0
20191116,6.4,-0.2,41,10.1,7.4,298,299,0
20191117,7.5,0.4,28.9,18.6,15.8,302,300,0
20191118,7.3,3.8,49.6,13.3,11.1,303,301,0
20191119,7.7,-1,50.6,12.8,7.8,308,302,0
20191120,6.5,-2.4,36.3,16.3,12.9,309,302,0
20191121,5.9,-1.3,22.9,21,18.3,312,303,0
20191122,10.9,5.6,49.5,9,7,310,304,0
20191123,8.4,5.2,30.4,16.4,12.6,317,304,0
20191124,12.3,3.6,22.1,18.7,15.7,314,305,0
20191125,12.7,5.7,40.5,10.2,7.5,313,306,0
20191126,11.8,9.3,51.9,6.6,3.9,308,306,0
20191127,11.1,9.3,61.6,5,2.4,306,307,0
20191128,10.2,8.2,58.5,5.5,2.8,302,308,0
20191129,8.1,1.6,48.7,10.3,5.4,298,308,0
20191130,8.1,-0.2,34.5,16.9,13,292,309,0
20191201,3.4,-0.5,37.1,13.3,10.8,292,309,0
20191202,6.8,-2.5,26.5,21.4,17.4,292,310,0
20191203,5.3,-0.2,21.3,22.3,18.8,302,311,0
20191204,8.8,-0.7,20.4,23,18.3,306,311,0
20191205,2.6,-1.8,21.7,27.6,24.9,307,312,0
20191206,8.8,1.2,44.8,10,8.2,308,313,0
20191207,9.2,7.8,52.4,7.4,3.9,314,313,0
20191208,10.9,6.6,70.3,6.9,3.5,316,314,0
20191209,7.7,4.3,72,7.2,3.6,319,315,0
20191210,7.3,0.7,57.3,8.8,5,313,315,0
20191211,6.6,4.7,55.3,7.5,4.3,311,316,0
20191212,5,2,62.2,5.6,2.7,315,316,0
20191213,6.5,3.3,62.8,6.3,3,321,317,0
20191214,8,4.5,75.3,7.8,3.9,326,317,0
20191215,9.9,5.4,76.6,8,3.7,327,318,0
20191216,9.3,6,59,8.6,5.6,329,318,0
20191217,15.4,7.5,53.8,7.7,4,331,319,0
20191218,10.1,5.9,50.5,10.3,7.3,333,319,0
20191219,14.3,10.1,56.3,10.9,5.4,332,320,0
20191220,12.8,7.7,65.8,5.1,1.8,327,320,0
20191221,8.6,6.3,61.4,5.5,2.2,324,321,0
20191222,8.8,6.6,65.1,5.5,2.6,317,322,0
20191223,9.3,5.8,61.4,7.2,3.6,310,322,0
20191224,11.1,6.3,69.9,9,5.2,311,323,0
20191225,9.1,1.6,64.7,9.8,6.6,305,323,0
20191226,7.5,0.6,37.9,11.3,9.2,305,324,0
20191227,7.7,5,42.7,11.9,10.4,305,324,0
20191228,6.4,0.2,35.9,17.5,15.1,302,324,0
20191229,5.7,-1.1,26.4,18.5,15.5,308,325,0
20191230,10.5,1.5,34.6,14.5,11.7,311,325,0
20191231,6.4,0.9,26.6,25.7,21.8,311,325,0
20200101,5.5,-0.7,28.2,20.3,18.1,317,326,0
20200102,8.6,1.4,31.7,11.7,10,316,326,0
20200103,9.6,3,59.9,7.5,4.4,325,326,0
20200104,7.5,2.2,54.5,12.2,8,328,327,0
20200105,7.1,5.5,47.9,12.4,9,337,327,0
20200106,8.4,2.2,52.9,10,7.6,345,327,0
20200107,8.4,5.3,48.4,14.8,10.7,341,328,0
20200108,11.6,8.4,48.8,6.6,4.2,341,328,0
20200109,12.4,10.6,50.3,6.1,3.1,341,328,0
20200110,10.7,4.8,62,7.1,3.9,335,328,0
20200111,7,3.9,55.8,9.9,7.4,338,328,0
20200112,9.1,4.6,59.3,7.4,5.1,330,328,0
20200113,10.3,6.1,54.4,7.3,4.5,324,329,0
20200114,11.5,8.6,62.1,4.9,1.9,326,329,0
20200115,11.5,4.6,66.7,6.1,3.2,327,329,0
20200116,11.6,3.7,57.5,8.2,5.5,329,329,0
20200117,10.3,4.4,65.8,6.7,3.6,327,329,0
20200118,7,0.3,61.8,10.8,6.2,323,330,0
20200119,7.1,-0.3,60.8,15.6,10.2,324,330,0
20200120,4.9,0.9,37.2,19.9,15.3,321,330,0
20200121,4.5,-2.4,22.9,22.8,18,321,330,0
20200122,4.1,-2.1,16.8,26.8,23.4,311,330,0
20200123,3.7,1.2,26.8,19.7,17.7,313,330,0
20200124,1.6,-0.4,19.8,24.8,22,313,331,0
20200125,3.1,-0.4,23.7,26.7,22.5,315,331,-1
20200126,10.9,1.4,44.2,24.3,19,315,331,0
20200127,9,5.1,59.4,7,3.6,316,331,0
20200128,6.7,2.3,77.1,5.2,1.7,324,331,0
20200129,7.7,2.2,69.6,8.7,4,334,331,0
20200130,11.9,4.6,61.8,6.5,3.3,335,331,0
20200131,12.1,9.3,58.4,4.8,1.9,336,331,0
20200201,11.8,7.7,72.3,7.4,3.7,334,331,0
20200202,12.6,6.2,72.4,8.1,4.4,334,331,0
20200203,10.8,5.4,72.2,8.7,4.7,329,331,0
20200204,6.6,3.6,69.9,7,3.3,316,330,0
20200205,8.2,1.7,61.3,12.7,8.1,314,331,0
20200206,8.8,0.1,43.7,27.5,20.4,309,330,0
20200207,10.5,-0.9,44.8,22,17.5,311,330,0
20200208,10.8,5.7,44.9,16.7,12.8,312,330,0
20200209,12.6,6.8,70.8,7.5,4.4,310,330,0
20200210,10.7,3.2,77.5,7.7,3.6,317,330,0
20200211,7.8,3.2,79.9,8.3,3.5,324,330,0
20200212,8,2.8,71.8,7.8,3.3,328,330,0
20200213,9.4,4,69,6.2,3,328,330,0
20200214,9.7,5.5,62.3,8.7,4.9,322,330,0
20200215,12.5,7.7,67.4,9.3,5.3,322,329,0
20200216,16.6,7.3,77.6,5.1,2,328,329,0
20200217,10.3,6.2,82.4,6.9,2.9,329,329,0
20200218,8.7,4.8,70.6,6.6,2.9,327,329,0
20200219,7.8,3.5,73.2,6.7,2.9,325,329,0
20200220,10.7,3.5,73.3,6.2,3,327,329,0
20200221,9,2.4,69,8.1,3.6,332,329,0
20200222,9.8,5.3,64.6,7,3.9,335,328,0
20200223,12.3,4.9,66.8,5.8,2.6,331,328,0
20200224,11.5,4.3,62.5,5,1.8,328,328,0
20200225,9.7,3.4,76.5,5.4,1.9,324,327,0
20200226,5.2,0.5,74.7,5.3,2.3,321,327,0
20200227,2.8,0.6,59.3,6.1,3.6,319,326,0
20200228,8.9,-0.1,69.3,9.9,5.8,323,326,0
20200229,12.4,4.3,76.7,15.9,6.6,317,326,0
20200301,9,4.4,76.2,6.2,2.8,317,325,0
20200302,7.6,3,66.2,5.9,3.1,317,325,0
20200303,7.3,1.8,69.5,7.4,4,319,325,0
20200304,8.2,2.7,62.7,10.2,6.4,315,324,0
20200305,7.7,4.9,62,6.1,3.9,314,324,0
20200306,7.2,3.7,67,11.8,9.4,306,323,0
20200307,10.1,0.5,72.2,14.2,10.7,312,323,0
20200308,9,7,70.3,6.7,3.9,313,323,0
20200309,10,5.3,70.4,7.9,3.7,311,323,0
20200310,12.6,6.1,73.3,4.5,1.5,313,322,0
20200311,14.6,11.3,63.2,4.5,1.3,320,322,0
20200312,13,5.1,81.8,7,2.6,318,321,0
20200313,10.2,3.4,73.8,9.3,4.6,327,321,0
20200314,10.3,3.3,69.8,7.8,4.8,323,320,0
20200315,13.8,7.1,75.6,7.7,5,327,320,0
20200316,12,4.7,59.3,17.4,12.1,334,319,0
20200317,14,3,75.8,18.5,12.1,344,319,0
20200318,16.7,5.9,79.2,18.3,12.8,352,319,0
20200319,13.2,4.5,57.9,27.7,20.9,364,318,0
20200320,9.1,3.9,57.9,21.2,18,377,317,1
20200321,9.4,3.1,65.5,7.6,5.2,389,317,1
20200322,11.1,0.6,79.3,6.7,4.2,400,316,0
20200323,12.5,-0.9,80.8,8.2,4.5,412,316,1
20200324,12.7,-1.8,83.3,12.1,7.4,429,315,1
20200325,11.9,-1.3,89.4,22.5,14.2,445,315,1
20200326,11.2,1.2,90.2,28.2,18.8,455,314,1
20200327,14.5,2.6,81.7,45.6,30.5,467,314,1
20200328,14.3,4.6,96.5,42.6,28.4,491,313,1
20200329,6.8,0.7,82.7,11,3.3,514,312,1
20200330,8.5,-0.9,80.2,8.7,3.8,537,312,1
20200331,9.7,1.7,78,13.6,9.2,542,311,1
20200401,10.7,-1.3,83.6,18,11.4,555,311,1
20200402,9.5,-1.3,82.1,21.2,15.6,575,310,1
20200403,10.9,4.4,83.5,13.1,7.6,580,310,1
20200404,15.9,6.2,89.4,13.4,8.2,591,309,1
20200405,22.4,6.4,104.7,16.9,10.6,595,308,1
20200406,21.1,9.3,101,17.2,9.3,597,308,1
20200407,20.8,6.5,96.7,22.6,13.9,614,307,1
20200408,24.1,11,120.2,31.8,18.5,614,306,1
20200409,22.2,10.3,114.5,34.9,21.2,612,306,1
20200410,21.1,9.1,101.7,22.3,11.4,615,305,1
20200411,22.7,9.1,100.9,17.5,8.2,600,304,1
20200412,23.4,8.2,112.9,20.6,12.6,591,304,1
20200413,14.3,3.9,86.6,17.2,9.3,583,303,1
20200414,10.6,3.5,89.1,13,6.3,560,303,1
20200415,17.5,2.4,93.1,26.4,14.6,544,302,1
20200416,23.3,6.7,99,27.8,13.8,530,302,1
20200417,21.9,9.5,93.7,32,15.9,514,301,1
20200418,15.5,7.6,75.1,21.1,14.1,506,300,1
20200419,15,6.7,75.3,29,22.1,490,300,1
20200420,19.4,7.3,96.9,20.2,5.1,472,299,1
20200421,21.2,8.2,106.8,25.5,7.8,457,298,1
20200422,22.4,8.7,109.6,26.5,10,443,298,1
20200423,23.2,7.9,122.5,27.4,11.6,433,297,1
20200424,19.3,7.4,118,33.8,21.1,418,297,1
20200425,15.4,6.7,95.3,19.7,12.3,407,296,1
20200426,17.9,4.1,106.7,21.7,12.8,389,296,1
20200427,22,6.6,108.3,23.8,13.2,375,295,1
20200428,15.7,10,77.9,17,13.4,361,294,1
20200429,16.1,9,77.9,8,4.6,349,294,0
20200430,14.9,7.8,77.9,5.7,1.8,339,293,0
20200501,14.7,8.1,81.8,5.6,2.2,336,292,0
20200502,14.5,5.8,86.6,7.4,4.3,329,292,0
20200503,16.7,4.8,88.7,9.3,6.5,326,291,0
20200504,15.9,8.4,80.9,14,11.3,325,291,0
20200505,15.7,5.9,89.1,11.3,5.9,332,290,1
20200506,18.1,4.7,102,11.8,5.9,341,289,0
20200507,20.8,5.8,117.3,19.2,10.7,341,289,0
20200508,22,8.5,137.1,31.5,20.6,338,288,1
20200509,24.7,11.8,131.2,25.4,17.5,331,287,1
20200510,20.5,6.1,87.4,18.8,13.3,327,287,0
20200511,12.4,5.6,78.9,18.1,3.7,322,286,0
20200512,11.9,3.3,84.8,9.4,4.3,314,286,0
20200513,13.4,3.1,86.2,12.1,6.3,300,285,0
20200514,14.2,3.6,84.6,9,2.9,292,285,0
20200515,15.8,4.1,95.4,8.7,3.3,290,284,0
20200516,16.8,4.5,97.6,10.9,5.6,286,284,0
20200517,19.4,4.6,101.7,10.3,6.1,292,283,0
20200518,22.9,9,95.1,12.9,4.9,292,282,0
20200519,23.5,9,93.8,13.3,5.3,295,282,0
20200520,24.1,11.1,103.3,14.8,8.2,297,282,0
20200521,27.2,12,112.2,15.6,9.7,296,281,0
20200522,24.3,14.4,84.7,12.2,4.9,295,281,0
20200523,18.8,10.8,76.5,13.9,5,295,280,0
20200524,18.1,9.3,71.2,12.1,6.4,294,280,0
20200525,21.8,11.3,86.7,12.7,6.5,293,279,0
20200526,24,9.7,108.7,14.3,6.6,285,279,0
20200527,22.9,12.7,104.8,14.7,6.8,284,279,0
20200528,21.2,9.8,96.2,11.9,3.5,282,278,0
20200529,22.9,9.8,110.4,13.8,4.4,275,278,0
20200530,23.7,10.8,107.2,11,3.8,275,277,0
20200531,22.2,11.4,95.5,8.5,2.4,269,277,0
20200601,25.9,11.8,111,9.9,2.8,269,277,0
20200602,27.6,12.9,125.6,16.7,5.1,269,276,0
20200603,23,12.2,115.2,18.9,8.7,263,276,0
20200604,14.5,10.2,91.2,13.8,8.1,257,276,0
20200605,14.6,7.6,64,6.5,3,256,275,0
20200606,15.9,7.7,75,7.2,2.5,257,275,0
20200607,19.1,9.7,76.8,5.4,2.2,259,275,-1
20200608,15.8,11.4,64.5,7.1,3.7,259,275,0
20200609,15.5,10,65.7,16.2,10.9,260,274,0
20200610,16.9,9.9,71.3,19.2,13.8,264,274,0
20200611,20,13.2,89.5,21.5,16.7,272,274,0
20200612,22.6,12.5,80.2,11.5,7.2,277,273,0
20200613,25.5,13,86.7,6.2,2.7,277,273,0
20200614,23.1,15,83.2,6.7,3,275,273,0
20200615,24.5,14,85.1,8.8,4.3,271,272,0
20200616,23.4,14,81.1,9.4,5.2,266,272,0
20200617,23.2,14.4,70.8,10.5,7.1,262,272,0
20200618,22.1,13.1,76.1,6.8,3.4,258,271,0
20200619,21.1,12.5,79.6,6.9,2.9,256,271,0
20200620,21.9,10.7,76.9,6.5,3,256,271,0
20200621,23.2,11.8,66.7,6.7,2.8,257,270,0
20200622,22.4,11.6,82.9,13.8,7.2,260,270,0
20200623,26.9,12.2,134.9,16.7,7.8,271,270,0
20200624,29.7,16.6,134.5,17,7.4,275,269,0
20200625,29.9,16.2,123.2,12,4,279,269,0
20200626,28.6,18.3,114.4,15.4,7.9,277,269,0
20200627,23.8,17.7,79,9.5,4.7,273,269,0
20200628,21.6,12.6,70.3,6.4,2.2,271,269,0
20200629,20.1,12.5,72.9,9.5,2.6,269,268,0
20200630,19.5,12.3,63.9,6.8,1.9,260,268,0
20200701,20.5,14,50.4,5.1,1.7,255,268,0
20200702,21.1,13.3,57.5,6.5,2.4,250,267,0
20200703,21.6,13.4,65.6,8.2,3.5,244,267,0
20200704,20,15.1,56.6,6.1,2.2,244,267,0
20200705,22.5,12.7,56.2,6.2,1.9,238,267,0
20200706,19.4,11,64.2,10.3,3.9,237,267,0
20200707,21.1,12.4,76.7,9.7,3.3,238,267,0
20200708,17.1,12.4,62.1,5.6,2.7,236,266,0
20200709,23.9,15.9,41.4,7.4,2.5,237,266,0
20200710,18.8,11.9,68.7,4.9,2.1,242,266,0
20200711,20.7,9,76.8,7.5,3.2,239,266,0
20200712,21.2,11.2,83.4,7.5,3.5,249,266,0
20200713,24.6,12.5,111.7,9.9,3.5,251,266,0
20200714,18.4,14,84,10.8,5.1,251,265,0
20200715,20.5,13.6,71.1,12.5,6.9,257,265,0
20200716,17.6,14.1,52.6,9.3,5.2,263,265,0
20200717,21.5,14.9,54.9,13.3,7.2,264,265,0
20200718,24.3,14.3,78.3,15.4,7,265,265,0
20200719,24.1,12.8,69.5,13.5,5.6,259,264,0
20200720,20.7,13,75.3,9.6,4.2,263,264,0
20200721,21.4,9.5,84.1,6.7,2.3,261,264,0
20200722,20.7,9.5,87.4,9.9,2.9,256,264,0
20200723,25.5,10.9,105,14.3,3.8,256,264,0
20200724,22.6,14.5,78.1,10.6,4,257,264,0
20200725,24,15.7,60.2,7.7,2.3,261,264,0
20200726,22.5,14.9,56.1,6.3,2.5,263,263,0
20200727,28.3,14.5,85.8,9.4,2.3,261,263,0
20200728,22.1,14.4,67.9,9.9,3,267,263,0
20200729,22.6,11.3,82.8,11.4,3.8,275,263,0
20200730,28.5,13.1,116.9,15.5,4.9,275,263,0
20200731,36.5,17,139.5,21.5,6.8,275,263,0
20200801,27.1,17.6,97.7,13.1,5.6,274,263,0
20200802,22.7,13.3,75.9,9.5,4,273,263,0
20200803,22.4,11.8,73.7,9.7,3.5,277,263,0
20200804,23.1,10.7,92.8,10.4,4.4,279,263,0
20200805,28.8,12.6,109.3,14.8,3.1,281,262,0
20200806,32,15.3,129.1,16.9,4.7,290,262,0
20200807,33.9,19.4,147.4,19.7,7.1,307,262,0
20200808,35.9,19.4,165.5,24.2,11.2,327,262,0
20200809,32.8,21.1,145.7,23.8,12.6,352,262,0
20200810,34,20.6,156.7,24.1,12.6,378,262,1
20200811,32.6,21.6,151.1,33.2,18.6,394,262,1
20200812,33.1,19.9,160,27.7,15.7,406,262,1
20200813,30.5,19.6,130.4,25.1,13.6,408,262,1
20200814,25.6,18.1,93.9,15.2,9.4,401,262,1
20200815,27.2,17.6,92.1,15.9,10.9,390,262,1
20200816,29.5,18,97,16.4,10.5,375,263,1
20200817,24.4,16.3,73.4,9.1,4.2,353,263,1
20200818,24.1,14.8,73.4,7.4,3,338,263,0
20200819,26.9,15.2,75.9,8.6,2.8,321,263,1
20200820,31.1,18.4,92,8.3,2.3,312,263,1
20200821,28.3,18.3,81.8,10.8,3.2,303,263,0
20200822,23,16.8,70.5,10.5,4,299,263,0
20200823,19.8,14.6,60.6,6.9,2.9,293,263,0
20200824,19.8,14.1,64.2,7.1,2.6,281,263,0
20200825,23.7,13.3,70.2,9,2.6,275,264,0
20200826,19.9,13.9,66.9,12.2,3.7, ,264,
20200827,21.6,12.1,70.1,11.9,4.2, ,264,
20200828,20.1,13.2,58.3,6.8,2.7, ,264,
20200829,17.5,12.2,59.1,6,2.9, ,264,
20200830,19,12.9,66,8.5,4.2, ,265,
20200831,19,13.8,67.9,7.6,2.7, ,265,
20200901,19.1,11.2,71.6,10,4.1, ,265,
20200902,19.9,10.3,86,13.3,6.6, ,265,
20200903,21.6,12.3,70.1,13.3,6.2, ,266,
20200904,20.9,16,60.1,7.7,3.2, ,266,
20200905,18.5,11,64.8,9.2,4.1, ,266,
20200906,19.7,8.7,68.1,8.5,3.6, ,266,
20200907,21.5,9,73.1,10.9,4.5, ,266,
20200908,18.8,14.1,56,10.3,4.3, ,267,
20200909,24.1,16.8,56.2,12.2,5.9, ,267,
20200910,21.1,12.1,77.5,11.3,3.9, ,267,
20200911,22.7,9.1,80.4,18.1,7.5, ,267,
20200912,21.3,10.8,76.4,15.1,7, ,268,
